userId,regTime,testVariant,primaryAccount,regPage,device,app,browser,browserVersion,screenHeight,screenWidth,authMethod,locationStep,addedCity,locationCountry,addedGuestCount,addedBudget,invitedCollaborator,addedNames,finOnb,searchCTA,venEnq,venSearch,venViews,sessions
234,1612990000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,google.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,2,1,2,3
235,1612120000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,4
236,1612380000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,3
237,1612540000000,2,TRUE,/,Android,TRUE,Chrome,77,760,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,17,13,11,1
238,1612620000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,4
239,1612780000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,8,2,5,5
240,1612980000000,0,TRUE,/,Android,TRUE,Chrome,77,760,360,facebook.com,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,5,2,0,1
241,1612260000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
242,1612290000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,facebook.com,completed,1,Wales,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
243,1612350000000,0,FALSE,/,Android,TRUE,Chrome,77,640,360,google.com,seen,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,1
244,1612360000000,2,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,2
245,1612650000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,1,0,1
246,1612700000000,2,TRUE,/,Android,TRUE,Chrome,77,869,412,google.com,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,2
247,1612390000000,0,TRUE,/,Android,TRUE,Chrome,77,760,360,facebook.com,seen,0,,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
248,1612470000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,google.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
249,1612560000000,2,TRUE,/,Android,TRUE,Chrome,77,780,360,facebook.com,completed,0,,FALSE,TRUE,TRUE,TRUE,1,0,0,0,0,1
250,1612900000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
251,1612090000000,0,TRUE,/,Android,TRUE,Chrome,77,780,360,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
252,1612290000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,11
253,1612550000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,6
254,1612530000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,5
255,1612800000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,5,1,1
256,1613080000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
257,1612120000000,1,TRUE,/,Android,TRUE,Chrome,77,740,360,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,1
258,1612130000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,TRUE,TRUE,1,0,1,7,7,10
259,1612370000000,0,TRUE,/,Android,TRUE,Chrome,76,640,360,google.com,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,7,30,37,16
260,1612520000000,1,TRUE,/,Android,TRUE,Chrome,77,869,412,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,1,3,3,4
261,1611950000000,0,TRUE,/,Android,TRUE,Chrome,77,892,412,facebook.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,5,10,9,1
262,1612650000000,1,TRUE,/,Android,TRUE,Chrome,77,840,360,google.com,completed,0,Scotland,FALSE,FALSE,FALSE,TRUE,1,1,0,2,1,1
263,1612990000000,1,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,47,46,1
264,1612370000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,3
265,1612740000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,4,5,1
266,1612020000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,3
267,1612040000000,0,TRUE,/,Android,TRUE,Chrome,77,740,360,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,3,5,3
268,1612280000000,0,TRUE,/,Android,TRUE,Chrome,77,823,412,password,completed,0,,FALSE,TRUE,FALSE,TRUE,1,0,0,0,0,1
269,1612770000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,0,0,8,9,10
270,1612880000000,1,TRUE,/,Android,TRUE,Chrome,77,760,360,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
271,1612000000000,0,TRUE,/,Android,TRUE,Chrome,77,780,360,google.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,0,0,2,1,16
272,1612260000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,google.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,2
273,1612280000000,1,TRUE,/,Android,TRUE,Chrome,77,748,360,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,2,1,1
274,1612390000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,2,4,2,9
275,1612650000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,Scotland,TRUE,TRUE,TRUE,TRUE,1,1,0,2,1,1
276,1612730000000,2,TRUE,/,iPad,TRUE,Mobile Safari,,1366,1024,password,completed,1,England,FALSE,TRUE,TRUE,TRUE,1,1,0,5,4,1
277,1613000000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,1,0,2
278,1613060000000,1,FALSE,/,Android,TRUE,Chrome,74,740,360,password,completed,0,Lisbon,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,2
279,1612100000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,8,6,4
280,1612120000000,0,TRUE,/,Android,TRUE,Chrome,77,747,360,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,1,11,8,2
281,1612750000000,0,TRUE,/,Android,TRUE,Chrome,77,808,393,google.com,completed,1,Scotland,FALSE,FALSE,FALSE,TRUE,1,1,0,1,0,2
282,1613000000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,google.com,completed,0,England,TRUE,TRUE,FALSE,TRUE,1,1,0,6,6,1
283,1612200000000,2,TRUE,/,Android,TRUE,Chrome,76,640,360,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,1
284,1612560000000,2,TRUE,/,Android,TRUE,Chrome,77,869,412,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,1,2
285,1612580000000,1,TRUE,/,Android,TRUE,Chrome,76,780,360,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,6,26,23,1
286,1613050000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,4,3,2
287,1611990000000,0,TRUE,/,Android,TRUE,Chrome,77,747,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,1
288,1612360000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
289,1612630000000,0,TRUE,/,Android,TRUE,Chrome,76,760,360,facebook.com,skipped,0,,TRUE,TRUE,FALSE,FALSE,1,1,0,1,0,1
290,1612850000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,2,3,2
291,1612860000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,3
292,1613080000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,password,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,4,1,1
293,1611990000000,0,TRUE,/,Android,TRUE,Chrome,76,780,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
294,1612100000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,1,0,5,5,6
295,1612540000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,2,46,130,10
296,1612630000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,0,18,24,11
297,1612640000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,3,3,11,2
298,1612810000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
299,1612890000000,0,TRUE,/,Android,TRUE,Chrome,76,640,360,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,3,11,13,5
300,1612990000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,8,6,2
301,1612990000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
302,1612650000000,0,TRUE,/,Android,TRUE,Chrome,76,640,360,facebook.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,1
303,1611940000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,6,15,17,5
304,1612050000000,0,TRUE,/,Android,TRUE,Chrome,76,823,412,facebook.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,1,0,19,19,20
305,1612390000000,2,TRUE,/,Android,TRUE,Chrome,77,740,360,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,35,36,3
306,1612990000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,Wales,FALSE,TRUE,FALSE,TRUE,1,1,1,9,8,3
307,1612040000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,seen,0,,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
308,1612380000000,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,8,15,11,1
309,1612610000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,13,5,6
310,1612790000000,2,TRUE,/,Android,TRUE,Chrome,77,780,360,password,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,4,2,7
311,1612880000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,16
312,1612970000000,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
313,1612210000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,4
314,1612530000000,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,1,0,1,0,1
315,1612640000000,1,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,1,England,FALSE,TRUE,TRUE,TRUE,1,1,3,15,5,1
